EVTDESC735;Годы мира и спокойствия привели к тому, что простые люди стали менее храбры. Это беспокоит нас, потому как слишком много наших рекрутов оказываются трусами...;Toutes ces annйes de paix ont privй l'homme ordinaire d'une part de sa virilitй. Cela pourrait s'accompagner de consйquences dйsastreuses et une trop grande part de nos nouvelles recrues ont fait preuve de lвchetй...;Unsere Situation, im Frieden zu leben, hat die Eigenschaft des Mutes im normalen Mann verkьmmern lassen. Das ist eine Katastrophe, denn viel zu viele der Mдnner, auf die wir uns als Rekruten fьr die Armee verlassen, sind einfach nur Feiglinge.;;Los largos aсos de paz han causado una inquietante falta de virtudes varoniles en el hombre corriente. Ello podrнa ser desastroso, pues demasiados de nuestros reclutas resultan ser cobardes…;;;;;;;;;x;
EVTOPTA735;Избавиться от них;Йliminez-les !;Bekehrt sie!;;ЎHaz una purga!;;;;;;;;;x;
EVTOPTB735;Они нужны нам;Nous avons besoin d'eux.;Wir brauchen sie.;;Los necesitamos.;;;;;;;;;x;
bad_discipline;Низкая дисциплина;Discipline dйfaillante;Schlechte Disziplin;;Mala disciplina;;;;;;;;;x;
desc_bad_discipline;В нашей армии слишком много солдат, которые вообще не знают, что делать в бою.;Au sein de nos armйes, bon nombre de soldats ne savent pas se battre.;Es gibt viele Soldaten, die einfach dem Kampf in unseren Armeen nicht gewachsen sind.;;Hay muchos soldados en nuestros ejйrcitos que sencillamente no pueden combatir como es debido.;;;;;;;;;x;
EVTNAME736;Смерть купца;Mort d'un marchand;Tod eines Hдndlers;;Muerte de un mercader;;;;;;;;;x;
EVTDESC736;Один из самых богатых и влиятельных в нашей стране людей умер, не оставив наследника. Он был известным покровителем религии и искусств.;L'un des hommes les plus grands et les plus riches de $COUNTRY$ est mort sans hйritier. C'йtait un mйcиne bien connu.;Einer der grцЯten und reichsten Mдnner in $COUNTRY$ ist ohne Nachfolger gestorben. Er war dafьr bekannt, ein Schirmherr fьr Religion und Kunst zu sein.;;Uno de los hombres mбs ricos de $COUNTRY$ ha muerto sin dejar heredero. Era un conocido mecenas de la religiуn y las artes.;;;;;;;;;x;
EVTOPTA736;Государству нужны его деньги;L'Йtat a besoin de son argent.;Der Staat braucht das Geld;;El estado necesita el dinero.;;;;;;;;;x;
EVTOPTB736;Истратить богатство на религию и искусство;Suivez sa ligne de conduite.;Verwendet es wie er es getan hдtte;;Ъsalos como habrнa hecho йl.;;;;;;;;;x;
local_fortress;Укрепления в провинции;Fortifications locales;Lokale Befestigungen;;Fortificaciones locales;;;;;;;;;x;
desc_local_fortress;Большая часть территории провинции заполнена небольшими оборонительными укреплениями, которые могут сопротивляться любой армии вторжения.;Presque partout, la province a йtй dotйe de petites fortifications dйfensives destinйes а la renforcer contre toute invasion.;Der GroЯteil der Provinz ist mit kleinen, lokalen Verteidigungsanlagen besetzt, um sie gegen Angreifer zu stдrken.;;La mayor parte de la provincia estб llena de pequeсas fortificaciones defensivas para reforzarla contra cualquier invasor.;;;;;;;;;x;
EVTNAME737;Местный специалист по укреплениям;Un expert en fortifications repйrй.;Lokaler Befestigungsexperte gefunden;;Experto en fortificaciones locales descubierto.;;;;;;;;;x;
EVTDESC737;В одной из наших провинций живет талантливый человек, придумавший, как строить более надежные укрепления. Однако он не горит желанием покидать свой родной город.;L'une de nos provinces semble abriter un grand homme aux idйes intrigantes sur la maniиre de renforcer les fortifications. Malheureusement, il hйsite а quitter sa ville natale.;Es scheint als ob es einen groЯen Mann in einer der Provinzen gibt, der einige recht interessante Ideen hat, wie man bessere Befestigungen errichten kann. Aber er verlдsst seine Heimatstadt nicht gerne.;;Al parecer, hay un gran hombre en una de las provincias, con ideas bastante interesantes sobre cуmo crear mejores fortificaciones. No obstante, se muestra reticente a abandonar su ciudad natal.;;;;;;;;;x;
EVTOPTA737;Страна нуждается в нем;Le pays a besoin de lui.;Das ganze Land braucht ihn;;El paнs entero lo necesita.;;;;;;;;;x;
EVTOPTB737;Пусть остается дома;Qu'il reste chez lui !;Lasst ihn in seiner Heimat bleiben;;Que se quede en casa.;;;;;;;;;x;
compromised_spy_defence;Подорванная защита от шпионов;Contre-espionnage compromis;Spionageabwehr kompromittiert;;Defensa comprometida;;;;;;;;;x;
desc_compromised_spy_defence;Родственник нашего правителя - наивный идиот, он способен выболтать любой наш секрет иностранцам.;L'un des proches de notre souverain est un naпf doublй d'un imbйcile qui n'a de cesse de rйvйler des secrets aux йtrangers.;Ein Verwandter unseres Herrschers ist ein naiver Idiot und erzдhlt Fremden immer wieder Geheimnisse.;;Un pariente de nuestro soberano es un idiota simplуn y no hace mбs que dejar escapar secretos ante extranjeros.;;;;;;;;;x;
EVTNAME738;Наивный родственник;Proche naпf;Naiver Verwandter;;Pariente ingenuo;;;;;;;;;x;
EVTDESC738;Близкий родственник правящей фамилии чрезвычайно наивен. Он продолжает публично пересказывать иностранцам наши важнейшие секреты. По сути, это измена, однако казнь члена королевской семьи может привести к беспорядкам.;Un membre de la famille de notre souverain s'est montrй particuliиrement naпf en communiquant publiquement de prйcieuses informations а des йtrangers. Il s'agit lа d'un acte de trahison, mais exйcuter un membre de la famille royale pourrait entraоner des troubles.;Ein nahes Mitglied der Familie unseres Herrschers war sehr naiv und erzдhlt Fremden цffentlich wichtige Informationen. Das ist eigentlich Hochverrat, aber ein Mitglied der Kцnigsfamilie zu exekutieren kann die Gesellschaft in Aufruhr versetzen.;;Un pariente cercano de nuestro soberano ha resultado ser un completo ingenuo, y no deja de referir informaciуn vital a extranjeros. Tйcnicamente es una traiciуn, pero ejecutar a un miembro de la realeza podrнa causar descontento.;;;;;;;;;x;
EVTOPTA738;Казнить его за измену!;Exйcutez-le pour trahison !;Richtet ihn wegen Hochverrat hin!;;ЎEjecъtalo por traidor!;;;;;;;;;x;
EVTOPTB738;Он все-таки наш родственник...;C'est un proche, aprиs tout...;Er ist schlieЯlich ein Verwandter...;;Es un pariente, al fin y al cabo…;;;;;;;;;x;
EVTNAME739;Святой предок;Sanctification;Heiliger ausgerufen;;Santo proclamado;;;;;;;;;x;
EVTDESC739;Папа Римский только что объявил о том, что один из самых уважаемых и почитаемых предков нашего правителя причислен к лику святых. Вся наша держава празднует!;Le pape vient d'annoncer que l'un des ancкtres les plus estimйs de notre souverain йtait en fait un saint. Il convient de le fкter !;Der Papst hat eben verkьndet, dass einer der edelsten und angesehensten Vorfahren unseres Herrschers in Wahrheit ein Heiliger war. Das ist Grund fьr eine groЯe Feier!;;El Papa acaba de anunciar que uno de los antepasados mбs venerados de nuestro soberano era en realidad un santo. ЎEs motivo para una gran celebraciуn!;;;;;;;;;x;
EVTOPTA739;Тебя, Бога, хвалим!;Te Deum !;Te Deum!;;ЎTe Deum!;;;;;;;;;x;
EVTNAME740;Рост числа контрабандистов;Les contrebandiers sйvissent.;Schmuggler treiben ihr Unwesen;;Proliferan los contrabandistas;;;;;;;;;x;
EVTDESC740;Люди стараются уклониться от выплаты налогов и пошлин на перевозку товаров. Это снижает наши доходы, но борьба с контрабандистами в краткосрочном периоде обойдется нам довольно дорого.;Les gens trouvent des tas d'idйes pour йviter les impфts liйs а la circulation des marchandises. Nos revenus s'en trouvent diminuйs, mais mettre fin а de tels agissements coыterait cher, а court terme.;Die Leute finden viele Wege, um der Besteuerung auf den Transport von Gьtern zu umgehen. Das verringert unsere Einnahmen, aber es zu unterbinden wьrde kurzfristig ziemlich teuer sein.;;La gente estб hallando muchas formas de evitar pagar impuestos al trasladar bienes. Ello estб afectando a nuestros ingresos, pero detenerlo costarнa mucho a corto plazo.;;;;;;;;;x;
EVTOPTA740;Остановите их!;Arrкtez-les !;Stoppt sie!;;ЎDetenlos!;;;;;;;;;x;
EVTOPTB740;Это слишком дорого;C'est trop cher !;Es ist zu teuer;;Es demasiado caro;;;;;;;;;x;
smugglers_dominating;Власть контрабандистов;Les contrebandiers s'imposent;Schmuggler dominant;;Impera el contrabando;;;;;;;;;x;
desc_smugglers_dominating;Люди уклоняются платить налоги на товары - и убегают с ними!;Les gens contournent les impфts sur les marchandises !;Leute umgehen ihre Steuerpflicht auf Gьter und kommen ungeschoren davon;;La gente estб evitando pagar impuestos sobre bienes… Ўy lo estб consiguiendo!;;;;;;;;;x;
EVTNAME741;Печатные станки несут выгоду;L'imprimerie et ses avantages;Druckerpressen bringen Vorteile;;La imprenta da beneficios;;;;;;;;;x;
EVTDESC741;Со времени изобретения печатного станка было опубликовано огромное число самых разных книг. И теперь польза от этого стала очевидна: знания распространяются быстрее, а наши философы и естествоиспытатели придумывают все больше нового.;Depuis l'invention de l'imprimerie, des livres, toujours plus nombreux et plus variйs, ont йtй publiйs. Nous constatons que cela s'accompagne de bien des avantages puisque le savoir se propage plus rapidement et que les idйes se multiplient dans les sphиres philosophiques et scientifiques.;Seit der Erfindung der Druckerpresse wurden immer mehr Bьcher ьber noch mehr Themen verцffentlicht. Wir kцnnen nun die Vorteile davon sehen, da sich Wissen schneller verbreitet und mehr Ideen unter unseren Philosophen und Wissenschaftlern auftauchen.;;Desde la invenciуn de la imprenta, mбs y mбs libros, sobre un nъmero creciente de temas, han sido publicados. Ahora vemos el beneficio de ello, pues el conocimiento se difunde mбs rбpido y surgen mбs ideas entre nuestros filуsofos y cientнficos naturalistas.;;;;;;;;;x;
EVTOPTA741;Хорошие новости;Bonne nouvelle !;Gute Nachrichten;;ЎBuena noticia!;;;;;;;;;x;
EVTNAME742;Чрезвычайная вербовочная политика;Politiques de recrutement extraordinaires;AuЯergewцhnliche Rekrutierungsmethoden;;Polнtica de reclutamiento extraordinario;;;;;;;;;x;
EVTDESC742;Мы находимся в состоянии войны, и наши рекрутские резервы постепенно тают. Наш великий мудрый правитель составил план, как набрать в армию больше народу. Однако исполнение этого плана может привести к росту недовольства среди крестьян.;Nous sommes en guerre et nos rйserves en effectifs s'йpuisent peu а peu. Notre brillant souverain a йchafaudй un plan visant а appeler plus d'hommes sous les drapeaux. Hйlas, cela risque d'entraоner des problиmes dans les campagnes.;Wir sind im Krieg, und unsere Reserven an Rekruten schwinden langsam. Unser groЯer und fдhiger Herrscher hat einen Plan, mehr Mдnner fьr den Militдrdienst zu rekrutieren. Aber das kцnnte Probleme im lдndlichen Gebiet mit sich bringen.;;Estamos en guerra, y nuestras reservas de efectivos se agotan poco a poco. Nuestro gran y competente soberano ha ideado un plan para reclutar mбs hombres para el servicio militar. No obstante, ello puede causar problemas en la zona rural.;;;;;;;;;x;
EVTOPTA742;Взять как можно больше!;Le plus possible !;So viele wie mцglich!;;ЎTantos como se pueda!;;;;;;;;;x;
EVTOPTB742;Взять тех, кого отдадут;Faites preuve de mesure.;Nehmt nur, was abkцmmlich ist.;;Llйvate solo a los que sobren.;;;;;;;;;x;
EVTNAME743;Влияние войны;Impact de guerre;Eindruck des Krieges;;Impacto de la guerra;;;;;;;;;x;
EVTDESC743;Война выжимает все соки из нашей страны. Каждый, от самого знатного аристократа до простого крестьянина тяготится продолжением этой бессмысленной войны.;L'importante usure de guerre sur notre pays entraоne bien des dйgвts. Tous, nobles et serfs, son las de poursuivre cette guerre clairement inutile.;Die hohe Kriegsmьdigkeit in unserem Land fьhrt zu Chaos im Staat. Jeder vom hцchsten Adligen bis zum normalsten Leibeigenen fьhlt den Preis fьr die Fortsetzung dieses offensichtlich sinnlosen Krieges.;;La guerra desatada ha agotado nuestro paнs y estб causando toda clase de estragos. Todos, desde el mбs alto noble al siervo mбs humilde, sienten la presiуn de continuar con esta guerra claramente sin sentido.;;;;;;;;;x;
EVTOPTA743;Мы должны подписать мир!;Nous devrions signer l'armistice !;Wir sollten Frieden schlieЯen!;;ЎDeberнamos firmar la paz!;;;;;;;;;x;
EVTNAME744;Бесполезная война;Cette guerre est futile !;Dieser Krieg ist sinnlos!;;ЎEsta guerra es inъtil!;;;;;;;;;x;
EVTDESC744;Очевидно, что мы проигрываем эту войну и что нам следовало бы сократить наши потери, заключив мир на разумных условиях. Если мы продолжим войну, весь мир будет считать нас безумцами.;Il est claire que cette guerre est perdue d'avance et que nous devrions limiter nos pertes et signer l'armistice. Continuer de nous battre de la sorte relиve de la folie.;Es ist klar, dass wir einen Krieg fьhren den wir verlieren. Wir sollten unsere Verluste hinnehmen und einen ehrenvollen Frieden schlieЯen. Den Kampf so wie bisher fortzusetzen fьhrt dazu, dass wir als verrьckt angesehen werden.;;Estб claro que estamos perdiendo la guerra, y deberнamos reducir nuestras pйrdidas y firmar una paz digna. Seguir luchando asн solo nos hace parecer locos.;;;;;;;;;x;
EVTOPTA744;Лучше подписать мир;La paix est une prйfйrable.;Frieden wдre besser.;;La paz serнa mejor.;;;;;;;;;x;
EVTNAME745;Война раскалывает общество;La guerre crйe des fractions.;Krieg fьhrt zu Fraktionsbildung;;La guerra divide.;;;;;;;;;x;
EVTDESC745;Крайне неудачный для нас ход войны приводит к появлению ряда претендентов на власть. Один из них готов поднять оружие против нас даже в разгар войны.;La terrible gestion de cette guerre a entraоnй l'йmergence de plusieurs prйtendants. L'un d'eux prend mкme les armes contre nous malgrй la guerre qui fait rage.;Die furchtbare Fьhrung in diesem Krieg hat zu mehreren Kandidaten fьr die Herrschaft ьber die Nation gefьhrt. Einer davon hat nun mitten im Krieg die Waffen gegen uns erhoben.;;La pйsima gestiуn de esta guerra estб causando que aparezcan varios pretendientes. Uno de ellos incluso, estб declarбndonos la guerra en mitad de una guerra.;;;;;;;;;x;
EVTOPTA745;Войну он не выиграет...;Il ne pourra l'emporter.;Er wдre nicht fдhig, den Krieg zu gewinnen.;;No deberнa ser capaz de ganar la guerra…;;;;;;;;;x;
EVTNAME746;Отложение провинции;$PROVINCENAME$ passe а l'ennemi.;$PROVINCENAME$ defects.;;$PROVINCENAMES$ deserta.;;;;;;;;;x;
EVTDESC746;Местные власти провинции $PROVINCENAME$ без труда приспособились к правилам и законам оккупантов. Теперь, из-за неудачного хода войны, они уже смирились с тем, что их земли станут разменной монетой на столе переговоров, и потому уже сейчас решили отложиться.;Les autoritйs locales de $PROVINCENAME$ s'adaptent sans problиme aux nouvelles rиgles de l'occupant. Et voilа que, compte tenu du dйveloppement dйsastreux de cette guerre, elles ont acceptй leur transfert а la table des nйgociations et sont passйes а l'ennemi.;Die lokalen Herrscher in $PROVNCENAME$ haben kein Problem damit, die neuen Regeln und Gesetze der Besetzer zu ьbernehmen. Durch den schlechten Verlauf des Krieges haben sie ihren Transfer im eventuellen Frieden bereits hingenommen und sind ьbergelaufen.;;Las autoridades locales en $PROVINCENAMES$ no tienen problema en adaptarse a las nuevas reglas y leyes del ocupante. Debido al desastroso progreso de esta guerra, ya han aceptado el resultado inevitable de su ida a la mesa de paz y han desertado.;;;;;;;;;x;
EVTOPTA746;Мы должны подписать мир!;Nous devrions signer l'armistice !;Wir sollten einen Frieden schlieЯen!;;ЎDeberнamos firmar la paz!;;;;;;;;;x;
ledger_marketplace;Рынки увеличивают доход от производства в провинции. Это касается как непосредственно ежемесячного дохода, так и торгового оборота, отчисляемого в центр торговли. Для строительства рынка подходит любая провинция, получающая доход от торговли, особенно та, которая делает отчисления в торговый центр, где доминируете вы. Кроме того, поскольку рынки увеличивают торговый оборот своей провинции, они способны еще больше увеличить выгоду, которую приносят экзотические или колониальные товары вроде чая, пряностей, слоновой кости и т.п.;Les marchйs renforcent les revenus issus de la production d'une province. Ils augmentent les revenus fiscaux ainsi que la valeur du commerce gйnйrй dans le centre de commerce local de la province. Toute province gйnйrant des revenus issus de la production est bien placйe pour crйer un marchй, notamment celles qui contribuent au centre de commerce que vous dominez. En outre, les marchйs ayant une incidence sur la valeur commerciale dans leurs provinces de crйation, ils sont particuliиrement utiles pour relever la valeur des produits exotiques ou coloniaux tels que le thй, les йpices, l'ivoire, etc.;Marktplдtze erhцhen das Produktionseinkommen einer Provinz. Das erhцht sowohl das Steuereinkommen der Provinz und den Wert des Handels im lokalen Handelszentrum. Jede Provinz, die Produktionseinkommen generiert stellt einen guten Platz fьr einen Marktplatz dar, speziell diejenigen, die zu einem Handelszentrum beitragen, dass von euch dominiert wird. Zusдtzlich sind sie besonders nьtzlich dafьr, den Wert von exotischen oder kolonialen Gьдtern zu heben wie Tee, Geьrze, Elfenbein und so weiter, weil sie den Handelswert dieser Gьter heben.;;Los mercados aumentan los ingresos en una provincia. Ello aumenta los ingresos por impuestos de la provincia y el valor del comercio generado en el centro de comercio local. Toda provincia que genere ingresos es un buen lugar para construir un mercado, en especial las que contribuyen al comercio en un centro comercial que controlas. Ademбs, puesto que los mercados contribuyen al valor comercial de bienes en las provincias donde se construyen, son especialmente ъtiles para subir el precio de productos coloniales y exуticos como tй, especias, marfil, etc.;;;;;;;;;x;
sponsor_patriots;Поддержать патриотов;Financer des patriotes;Patrioten finanzieren;;Financia a patriotas;;;;;;;;;x;
sponsor_patriots_desc;Профинансировать восстание патриотов, жаждущих воссоединения со своими братьями по культуре. Эти повстанцы будут дружески к нам настроены.;Parrainez une rйbellion de patriotes en quкte de rйunification avec leur famille culturelle. La faction rebelle se montrera amicale envers vous.;Sponsort eine patriotische Rebellion die die Wiedervereinigung mit ihren kulturellen Verwandten sucht. Die Rebellenfaktion wird uns freundlich gesinnt sein.;;Costea una rebeliуn patriуtica, buscando la reunificaciуn con culturas afines. La facciуn rebelde se mostrarб amistosa con nosotros.;;;;;;;;;x;
sponsor_nationalists;Поддержать националистов;Financer des nationalistes;Nationalisten finanzieren;;Financia a nacionalistas;;;;;;;;;x;
sponsor_nationalists_desc;Профинансировать восстание националистов, желающих добиться собственной независимости. Эти повстанцы будут дружески к нам настроены.;Parrainez une rйbellion de nationalistes en quкte d'indйpendance. La faction rebelle se montrera amicale envers vous.;Sponsort eine nationalistische Rebellion, die die Unabhдngigkeit unter eigener Flagge sucht. Die Rebellenfaktion wird uns freundlich gesinnt sein.;;Costea una rebeliуn nacionalista, buscando independencia bajo su propia bandera. La facciуn rebelde se mostrarб amistosa con nosotros.;;;;;;;;;x;
sponsor_pretender;Поддержать претендента;Financer un prйtendant;Finanziert einen Thronwerber;;Financia a un pretendiente;;;;;;;;;x;
sponsor_pretender_desc;Профинансировать восстание претендента, желающего свергнуть нынешний режим. Эти повстанцы будут дружески к нам настроены.;Parrainez un prйtendant au trфne soucieux de renverser le rйgime en place. La faction rebelle se montrera amicale envers vous.;Sponsort einen Thronwerber, der das derzeitige Regime stьrzen mцchte. Die Rebellenfaktion wird uns freundlich gesinnt sein.;;Apoya a un pretendiente al trono, que busca derrocar el rйgimen actual. La facciуn rebelde se mostrarб amistosa con nosotros.;;;;;;;;;x;
CANT_SPAWN_REBELS;Недопустимый в провинции тип повстанцев: ;Type de rebelle non valide localement : ;Lokal ungьltiger Rebellentyp:;;Tipo de rebelde localmente invбlido:;;;;;;;;;x;
CAN_SPAWN_REBELS;Допустимый в провинции тип повстанцев: ;Type de rebelle valide localement : ;Lokal gьltiger Rebellentyp:;;Tipo de rebelde localmente vбlido:;;;;;;;;;x;
GARRISON_LESS_THAN;Гарнизон меньше ;Garnison infйrieure а;Garnison schwдcher als;;Guarniciуn menor de;;;;;;;;;x;
GARRISON_MORE_THAN;Гарнизон больше или равен ;Garnison d'au moins;Garnison mindestens;;Guarniciуn de al menos;;;;;;;;;x;
WARSCORE_LESS_THAN;В войне с победным счетом, меньшим ;En guerre avec un score infйrieur а;Im Krieg mit einem Stand schlechter als;;En una guerra con una puntuaciуn mбs baja de;;;;;;;;;x;
WARSCORE_MORE_THAN;В войне с победным счетом, большим ;En guerre avec un score supйrieur а;Im Krieg mit einem Stand besser als;;En una guerra con una puntuaciуn mбs alta de;;;;;;;;;x;
SPONSORED_BY;Их поддержала и профинансировала держава;Ils sont soutenus et parrainйs par;Sie werden unterstьtzt und finanziert von;;Estбn apoyados y financiados por;;;;;;;;;x;
EVTNAME747;Переход провинции во время войны;$FROM$ passe а $COUNTRY$.;$FROM$ lдuft zu $COUNTRY$ ьber;;$FROM$ deserta a $COUNTRY$;;;;;;;;;x;
EVTDESC747;Местные власти провинции $FROM$ без труда приспособились к правилам и законам оккупантов. Теперь, из-за неудачного хода войны, они уже смирились с тем, что их земли станут разменной монетой на столе переговоров, и потому уже сейчас законным образом отложились.;Les autoritйs locales de $FROM$ s'adaptent sans problиme aux nouvelles rиgles de l'occupant. Et voilа que, compte tenu du dйveloppement dйsastreux de cette guerre, elles ont acceptй leur transfert а la table des nйgociations et sont passйes а l'ennemi.;Die lokalen Machthaber in $FROM$ haben kein Problem damit, sich den neuen Gesetzen und Regeln ihres Besetzers anzupassen. Durch den schlechten Verlauf des Krieges haben sie bereits das Unumgдngliche akzeptiert und ihren Transfer am Verhandlungstisch vorweggenommen. Daher sind sie ьbergelaufen.;;Las autoridades locales en $FROM$ no tienen problema en adaptarse a las nuevas reglas y leyes del ocupante. Debido al desastroso progreso de esta guerra, ya han aceptado el resultado inevitable de su ida a la mesa de paz y han desertado.;;;;;;;;;x;
EVTOPTA747;Интегрировать их;Intйgrez-les а $COUNTRY$.;Integriert sie in $COUNTRY$;;Intйgralos en $COUNTRY$;;;;;;;;;x;
EVTOPTB747;Это бесполезный кусок земли;Ce territoire ne prйsente aucun intйrкt.;Es ist ein wertloses Stьck Land;;Es un pedazo de tierra sin valor.;;;;;;;;;x;
capital_city;Столичный город;Capitale;Hauptstadt;;Capital;;;;;;;;;x;
center_of_trade_level;Уровень центра торговли;Niveau du centre de commerce;Handelszentrumslevel;;Nivel de centro de comercio;;;;;;;;;x;
TIME_UNTIL_CORE;Станет национальной провинцией державы §Y$COUNTRY$§W §Y$DATE$§W.;Deviendra une province lйgitime de §Y$COUNTRY$§W le §Y$DATE$§W.;Wird zur Kernprovinz vom §Y$COUNTRY$§W am §Y$DATE$§W.;;Se convertirб en una provincia nъcleo de §Y$COUNTRY$§W en §Y$DATE$§W.;;;;;;;;;x;
INAUGURATED_ON;Правит с §Y$DATE$§W.;Inaugurй le §Y$DATE$§W;Eingeweiht am §Y$DATE$§W.;;Inaugurado en §Y$DATE$§W.;;;;;;;;;x;
UNION_NO_CANCEL;Нельзя расторгнуть военный союз с младшим партнером в личной унии.;Ne peut annuler une alliance avec un membre d'une union personnelle.;Man kann eine Allianz mit einem Personalunionspartner eingehen.;;No puedo cancelar una alianza cuando se trata de una uniуn personal.;;;;;;;;;x;
THEY_SUBJECT;Они являются подчиненной державой, и потому не могут вступать в союзы ни с кем, кроме своего сюзерена.;Ils constituent une nation infйodйe et ne peuvent conclure d'alliances, sauf avec leur suzerain.;Sie sind eine Vasallennation und kцnnen auЯer mit ihrem Herrn keine Allianzen eingehen.;;Es una naciуn sometida y no puede establecer alianzas salvo con su soberano.;;;;;;;;;x;
LEDGER_HR_EMPERORS;Императоры Священной Римской империи;Empereurs du Saint Empire;Kaiser des HRRdN;;Emperadores del Sacro Imperio Romano;;;;;;;;;x;
EVTNAME2038;Конец беспорядков на почве религии;Fin des troubles religieux;Ende des religiцsen Chaos;;Fin de la revuelta religiosa;;;;;;;;;x;
EVTDESC2038;Наша страна полностью восстановилась от разрушительных религиозных беспорядков и теперь едина как никогда.;Notre pays s'est maintenant remis des troubles religions dont il a йtй victime et est rassemblй.;Unsere Nation hat sich vom schweren religiцsen Chaos erholt und ist nun wieder zu einer Einheit geworden.;;Nuestro paнs se ha recuperado de la desastrosa divisiуn de la revuelta religiosa y vuelve a estar unido.;;;;;;;;;x;
EVTOPTA2038;Одна вера!;Une seule foi !;Ein Glaube!;;ЎUna sola fe!;;;;;;;;;x;
religious_turmoil;Религиозные беспорядки;Troubles religieux;Religiцses Chaos;;Revuelta religiosa;;;;;;;;;x;
desc_religious_turmoil;Слишком большие религиозные различия в нашей стране привели к росту нетерпимости и фанатизма.;Les trop nombreuses diffйrences religieuses prйsentes dans notre pays provoquent intolйrance et sectarisme.;Zu viele religiцse Unterschiede in unserer Nation fьhren zu viel Intoleranz und Engstirnigkeit.;;Demasiadas diferencias religiosas en nuestro paнs causan mucha intolerancia y fanatismo.;;;;;;;;;x;
;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x;
