CRUSADEONOTHER_SETUP;Папу убеждают начать крестовый поход против другой державы;Lorsque le contrфleur pontifical appelle а une croisade contre une autre nation;Wenn der Papstkontrolleur einen Kreuzzug gegen eine andere Nation ausruft.;;Cuando el Valedor del Papa decrete una Cruzada contra otra naciуn.;;;;;;;;;x;
CRUSADEONOTHER_HEADER;Герольд державы;Message de l’ambassadeur :;Herold aus;Wysіannik paсstwa:;Un heraldo de;Messaggero da;Hнrnцk йrkezett tхle:;Herold od;;;;;;x;
CRUSADEONOTHER_1;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;;;;;;x;
CRUSADEONOTHER_2;сообщает, что они убедили Папу;$MONARCHTITLE$, ;$MONARCHTITLE$,;*;$MONARCHTITLE$, ;$MONARCHTITLE$, ;Vezйrem,;$MONARCHTITLE$,;;;;;;x;
CRUSADEONOTHER_3;призвать к крестовому походу;Le pape ($ACTOR$);$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;;;;;;x;
CRUSADEONOTHER_4;против державы;a appelй а une croisade contre;hat den Papst ьberredet zu einem Kreuzzug gegen;;ha sido llamado por el Papa a una Cruzada contra;;;;;;;;;x;
CRUSADEONOTHER_5;$RECIPIENT$.;$RECIPIENT$;$RECIPIENT$.;$RECIPIENT$.;$RECIPIENT$.;$RECIPIENT$.;$RECIPIENT$.;$RECIPIENT$.;;;;;;x;
CRUSADEONOTHER_6;*;*;*;*;*;*;*;;;;;;;x;
CRUSADEONOTHER_LOG;Папа под влиянием державы $ACTOR$ призвал всех католиков к крестовому походу против державы $RECIPIENT$.;Le pape ($ACTOR$) a appelй а une croisade contre $RECIPIENT$.;$ACTOR$ hat den Papst dazu gebracht, einen Kreuzzug gegen $RECIPIENT$ auszurufen.;;El Papa ha llamado a $ACTOR$ a una Cruzada contra $RECIPIENT$.;;;;;;;;;x;
CRUSADEONOTHER_BTN1;ОК;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
CRUSADEONOTHER_BTN2;ОК;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
CRUSADEONOTHER_BTN3;Перейти;Voir;GOTO;Idџ do;Ir allн;Andare;Ugrбs;Pшejнt na;;;;;;x;
CRUSADEONOTHER_MAP;*;*;*;*;*;*;*;;;;;;;x;
WECRUSADE_SETUP;Мы убеждаем Папу начать крестовый поход;Lorsque nous appelons а une croisade contre une autre nation;Wenn wir einen Kreuzzug geben eine andere Nation ausrufen.;;Cuando decretemos una Cruzada contra otra naciуn.;;;;;;;;;x;
WECRUSADE_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;;;;;;x;
WECRUSADE_1;Крестовый поход!;Croisade;Kreuzzug;;Cruzada;;;;;;;;;x;
WECRUSADE_2;$MONARCHTITLE$, держава;$MONARCHTITLE$,;$MONARCHTITLE$,;Paсstwo;$MONARCHTITLE$,;$MONARCHTITLE$,;Vezйrem,;$MONARCHTITLE$,;;;;;;x;
WECRUSADE_3;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;;;;;x;
WECRUSADE_4;скоро узрит мощь и силу христианских стран!;ne tardera pas а craindre la puissance de la chrйtientй !;wird bald lernen, die Macht der Christenheit zu fьrchten!;;aprenderб pronto a temer el poder de la Cristiandad.;;;;;;;;;x;
WECRUSADE_5;*;*;*;*;*;*;*;;;;;;;x;
WECRUSADE_6;*;*;*;*;*;*;*;;;;;;;x;
WECRUSADE_LOG;Мы убедили Папу призвать к крестовому походу против державы $RECIPIENT$.;Nous avons appelй а une croisade contre $RECIPIENT$.;Wir haben einen Kreuzzug gegen $RECIPIENT$ ausgerufen.;;Hemos decretado una Cruzada contra $RECIPIENT$.;;;;;;;;;x;
WECRUSADE_BTN1;ОК;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
WECRUSADE_BTN2;ОК;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
WECRUSADE_BTN3;Перейти;Voir;GOTO;Idџ do;Ir allн;Andare;Ugrбs;Pшejнt na;;;;;;x;
WECRUSADE_MAP;*;*;*;*;*;*;*;;;;;;;x;
WEEXCOM_SETUP;Мы убеждаем Папу отлучить от церкви правителя другой державы;Lorsque nous excommunions le souverain d'une autre nation;Wenn wir den Herrscher eines anderes Landes exkommunizieren.;;Cuando excomulguemos al gobernante de otra naciуn.;;;;;;;;;x;
WEEXCOM_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;;;;;;x;
WEEXCOM_1;Отлучение от церкви!;Excommunication;Exkommunikation;;Excomuniуn;;;;;;;;;x;
WEEXCOM_2;$MONARCHTITLE$, правитель державы;$MONARCHTITLE$,;$MONARCHTITLE$,;Paсstwo;$MONARCHTITLE$,;$MONARCHTITLE$,;Vezйrem,;$MONARCHTITLE$,;;;;;;x;
WEEXCOM_3;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;hemos conseguido excomulgar al gobernante de;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;;;;;x;
WEEXCOM_4;благодаря нашим стараниям теперь;a vu son souverain excommuniй par nos soins !;hatte seinen Herrscher von uns exkommuniziert!;;$RECIPIENT$.;;;;;;;;;x;
WEEXCOM_5;отлучен от церкви.;*;*;*;*;*;*;;;;;;;x;
WEEXCOM_6;*;*;*;*;*;*;*;;;;;;;x;
WEEXCOM_LOG;Мы убедили Папу отлучить от церкви правителя державы $RECIPIENT$.;Nous avons excommuniй le souverain de $RECIPIENT$.;Wir haben den Herrscher von $RECIPIENT$ exkommuniziert.;;Hemos excomulgado al gobernante de $RECIPIENT$.;;;;;;;;;x;
WEEXCOM_BTN1;ОК;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
WEEXCOM_BTN2;ОК;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
WEEXCOM_BTN3;Перейти;Voir;GOTO;Idџ do;Ir allн;Andare;Ugrбs;Pшejнt na;;;;;;x;
WEEXCOM_MAP;*;*;*;*;*;*;*;;;;;;;x;
DECISIONOTHER_SETUP;Другая держава принимает решение;Lorsqu'un autre pays applique une dйcision;Wenn ein anderes Land eine Entscheidung ausfьhrt.;;Cuando otro paнs tome una decisiуn.;;;;;;;;;x;
DECISIONOTHER_HEADER;Герольд державы;Message de l’ambassadeur :;Herold aus;Wysіannik paсstwa:;Un heraldo de;Messaggero da;Hнrnцk йrkezett;Herold od;;;;;;x;
DECISIONOTHER_1;$COUNTRY$;$COUNTRY$;$COUNTRY$;$COUNTRY$;$COUNTRY$;$COUNTRY$;$COUNTRY$;$COUNTRY$;;;;;;x;
DECISIONOTHER_2;сообщает, что они приняли решение;Ils ont dйcidй de;Sie berichten uns von;;Han tomado la decisiуn de;;;;;;;;;x;
DECISIONOTHER_3;$EVENT$!;$EVENT$ !;$EVENT$;$EVENT$!;$EVENT$.;$EVENT$!;$EVENT$!;$EVENT$!;;;;;;x;
DECISIONOTHER_4;$DESC$;$DESC$;das in ihrem Reich kьrzlich entschieden wurde.;$DESC$;$DESC$;$DESC$;$DESC$;;;;;;;x;
DECISIONOTHER_5;*;*;*;*;*;*;*;;;;;;;x;
DECISIONOTHER_6;*;*;*;*;*;*;*;;;;;;;x;
DECISIONOTHER_LOG;Держава $COUNTRY$ приняла решение '$EVENT$'.;Dйcision : $EVENT$ en $COUNTRY$.;Entscheidung: $EVENT$ in $COUNTRY$.;;Decisiуn: $EVENT$ en $COUNTRY$.;;;;;;;;;x;
DECISIONOTHER_BTN1;ОК;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
DECISIONOTHER_BTN2;ОК;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
DECISIONOTHER_BTN3;*;*;*;*;*;*;*;;;;;;;x;
DECISIONOTHER_MAP;*;*;*;*;*;*;*;;;;;;;x;
DECISIONUS_SETUP;Мы принимаем решение;Lorsque nous appliquons une dйcision;Wenn wir eine Entscheidung ausfьhren.;;Cuando tomemos una decisiуn.;;;;;;;;;x;
DECISIONUS_HEADER;Наш канцлер сообщает:;Notre chancelier rapporte que;Unser Kanzler berichtet:;Nasz kanclerz donosi;Nuestro canciller informa:;Il nostro Cancelliere riferisce:;Kancellбrunk jelenti:;Nбљ kanclйш hlбsн;;;;;;x;
DECISIONUS_1;Принято решение!;$EVENT$ !;$EVENT$!;$EVENT$!;$EVENT$;$EVENT$!;$EVENT$!;$EVENT$!;;;;;;x;
DECISIONUS_2;Государь, мы решили;$DESC$;$DESC$;;$DESC$;;;;;;;;;x;
DECISIONUS_3;$EVENT$!;*;*;*;*;*;*;;;;;;;x;
DECISIONUS_4;$DESC$;*;*;*;*;*;*;;;;;;;x;
DECISIONUS_5;*;*;*;*;*;*;*;;;;;;;x;
DECISIONUS_6;*;*;*;*;*;*;*;;;;;;;x;
DECISIONUS_LOG;Мы приняли решение '$EVENT$'.;Dйcision : $EVENT$ pour le joueur.;Entscheidung: $EVENT$ fьr Spieler.;;Decisiуn: $EVENT$ en el paнs del jugador.;;;;;;;;;x;
DECISIONUS_BTN1;ОК;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
DECISIONUS_BTN2;ОК;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
DECISIONUS_BTN3;*;*;*;*;*;*;*;;;;;;;x;
DECISIONUS_MAP;*;*;*;*;*;*;*;;;;;;;x;
REBELACCEPTANCEOTHER_SETUP;Другая держава принимает требования повстанцев;Lorsqu'un autre pays accepte les exigences rebelles;Wenn eine andere Nation Rebellenforderungen annimmt.;;Cuando otro paнs acepte las exigencias de los rebeldes.;;;;;;;;;x;
REBELACCEPTANCEOTHER_HEADER;Герольд державы;Message de l’ambassadeur :;Herold aus;Wysіannik paсstwa:;Un heraldo de;Messaggero da;Hнrnцk йrkezett;Herold od;;;;;;x;
REBELACCEPTANCEOTHER_1;$COUNTRY$;$COUNTRY$;$COUNTRY$;$COUNTRY$;$COUNTRY$;$COUNTRY$;$COUNTRY$;$COUNTRY$;;;;;;x;
REBELACCEPTANCEOTHER_2;сообщает, что они решили;Ils ont acceptй les exigences de;Sie haben die Forderungen angenommen von;;Han aceptado las exigencias de los;;;;;;;;;x;
REBELACCEPTANCEOTHER_3;согласиться с требованиями;$REBELS$;$REBELS$;$REBELS$;$REBELS$;$REBELS$,;$REBELS$;$REBELS$;;;;;;x;
REBELACCEPTANCEOTHER_4;выдвинутыми им группой повстанцев;dans leur pays.;in ihrem Land.;;en su paнs.;;;;;;;;;x;
REBELACCEPTANCEOTHER_5;$REBELS$.;*;*;*;*;*;*;;;;;;;x;
REBELACCEPTANCEOTHER_6;*;*;*;*;*;*;*;;;;;;;x;
REBELACCEPTANCEOTHER_LOG;Держава $COUNTRY$ приняла требования, выдвинутые группой повстанцев $REBELS$.;$COUNTRY$ plie face aux $REBELS$.;$COUNTRY$ ergibt sich den $REBELS$.;;$COUNTRY$ se doblega ante los $REBELS$.;;;;;;;;;x;
REBELACCEPTANCEOTHER_BTN1;ОК;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
REBELACCEPTANCEOTHER_BTN2;ОК;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
REBELACCEPTANCEOTHER_BTN3;*;*;*;*;*;*;*;;;;;;;x;
REBELACCEPTANCEOTHER_MAP;*;*;*;*;*;*;*;;;;;;;x;
REBELACCEPTANCEUS_SETUP;Мы принимаем требования повстанцев;Lorsque nous acceptons les exigences rebelles;Wenn wir Rebellenforderungen annehmen;;Cuando aceptemos las exigencias de los rebeldes.;;;;;;;;;x;
REBELACCEPTANCEUS_HEADER;Наш канцлер сообщает:;Notre chancelier rapporte que;Unser Kanzler berichtet:;Nasz kanclerz donosi;Nuestro canciller informa:;Il nostro Cancelliere riferisce:;Kancellбrunk jelenti:;Nб? kanclйш hlбsн;;;;;;x;
REBELACCEPTANCEUS_1;Требования приняты!;Nous nous sommes soumis aux;Wir haben den Forderungen nachgegeben von;;ЎHemos cedido ante los;;;;;;;;;x;
REBELACCEPTANCEUS_2;Государь, мы решили согласиться с требованиями, выдвинутыми группой повстанцев;$REBELS$ !;$REBELS$!;$REBELS$!;$REBELS$!;$REBELS$!;$REBELS$!;$REBELS$!;;;;;;x;
REBELACCEPTANCEUS_3;$REBELS$!;$DESC$;$DESC$;;$DESC$;;;;;;;;;x;
REBELACCEPTANCEUS_4;$DESC$;*;*;*;*;*;*;;;;;;;x;
REBELACCEPTANCEUS_5;*;*;*;*;*;*;*;;;;;;;x;
REBELACCEPTANCEUS_6;*;*;*;*;*;*;*;;;;;;;x;
REBELACCEPTANCEUS_LOG;Мы приняли требования, выдвинутые группой повстанцев $REBELS$.;Le joueur plie face aux $REBELS$.;Spieler ergibt sich den $REBELS$.;;El jugador se doblega ante los $REBELS$.;;;;;;;;;x;
REBELACCEPTANCEUS_BTN1;ОК;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
REBELACCEPTANCEUS_BTN2;ОК;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
REBELACCEPTANCEUS_BTN3;*;*;*;*;*;*;*;;;;;;;x;
REBELACCEPTANCEUS_MAP;*;*;*;*;*;*;*;;;;;;;x;
REVOLT_SETUP;В одной из наших провинций вспыхивает восстание;Lorsqu'une rйvolte sйvit dans l'une de nos provinces;Wenn es in einer Eurer Provinzen eine Revolte gibt;Kiedy w jednej z twoich prowincji dochodzi do buntu;Cuando haya una revuelta en una de tus provincias.;Quando scoppia una rivolta in una delle tue province;Az egyik provinciбdon lбzadбs tцrt ki;Kdyћ v naљн provincii propukne revolta;;;;;;x;
REVOLT_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;;;;;;x;
REVOLT_1;Восстание!;Une rйvolte !;Revolte!;Bunt!;ЎUna revuelta!;Una rivolta!;Lбzadбs!;Revolta!;;;;;;x;
REVOLT_2;$MONARCHTITLE$,;$MONARCHTITLE$, $REBELS$ sont а l'origine d'un soulиvement en;$MONARCHTITLE$, $REBELS$ haben sich erhoben in;;$MONARCHTITLE$, Ўlos $REBELS$ se han alzado en;;;;;;;;;x;
REVOLT_3;$REBELS$;$PROV$ !;$PROV$!;;$PROV$!;;;;;;;;;x;
REVOLT_4;подняли восстание в провинции;$REBELDESC$;$REBELDESC$;;$REBELDESC$;;;;;;;;;x;
REVOLT_5;$PROV$!;*;*;*;*;*;*;;;;;;;x;
REVOLT_6;$REBELDESC$;*;*;*;*;*;*;;;;;;;x;
REVOLT_LOG;$REBELS$ подняли восстание в провинции $PROV$!;$REBELS$ se rйvoltent en $PROV$ !;$REBELS$ revoltieren in $PROV$!;;ЎLos $REBELS$ se han sublevado en $PROV$!;;;;;;;;;x;
REVOLT_BTN1;ОК;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
REVOLT_BTN2;ОК;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
REVOLT_BTN3;Перейти;Voir;GOTO;Idџ do;Ir allн;Andare;Ugrбs;Pшejнt na;;;;;;x;
REVOLT_MAP;Восстание!;Rйvolte !;Revolte!;Bunt!;ЎRevuelta!;Rivolta!;Lбzadбs!;Revolta!;;;;;;x;
